user_name,user_location,user_friend_count,user_review_count,user_elite,user_yelp_age,user_review_votes,user_url,user_5star,user_4star,user_3star,user_2star,user_1star
April C.,"Citrus Heights, CA",0,25,0,12/1/2010,15,https://www.yelp.com/user_details?userid=ZmjiqP7F6p_UkMqV26k5Eg,11,2,4,1,7
Phoebe McLovin" T.","San Jose, CA",389,512,1,7/1/2009,3283,https://www.yelp.com/user_details?userid=8ktLyldH9JwNpD70-Ho2Tg,129,113,102,64,104
Crystal B.,"Elk Grove, CA",0,3,0,6/1/2014,3,https://www.yelp.com/user_details?userid=d567YaVTjFv91x6ec5CewQ,0,0,0,0,0
Json H.,"Sacramento, CA",3,34,0,2/1/2008,154,https://www.yelp.com/user_details?userid=ouvHPuFTjqYM3HxrSKaLTQ,10,8,4,3,9
Tim Hoss" H.","Sacramento, CA",3,24,0,1/1/2014,48,https://www.yelp.com/user_details?userid=qp8oFYh8qc53-zpI1Ljugw,9,5,3,1,6
Laylay C.,"Sacramento, CA",0,1,0,10/1/2016,4,https://www.yelp.com/user_details?userid=CzInFEAK27jr5wMjtDEqAA,0,0,0,0,0
Tiffany F.,"Rancho Cordova, CA",0,6,0,3/1/2014,6,https://www.yelp.com/user_details?userid=JTkkMNDznyTTuecjwoz-6w,5,0,0,1,0
Don V.,"Sacramento, CA",33,8,0,10/1/2012,19,https://www.yelp.com/user_details?userid=jC7uCcAfdqlfR3NODlZLIw,6,0,1,0,1
Bri W.,"Galt, CA",0,3,0,7/1/2015,2,https://www.yelp.com/user_details?userid=84VQxZWSyWYoXlU13Himjg,0,0,0,0,0
Carol OG Elite" P.","Sacramento, CA",3260,909,1,8/1/2007,34142,https://www.yelp.com/user_details?userid=4x3x0oGs9gcHCoQpqoI9hw,293,287,211,91,27
M B.,"Dixon, CA",115,9,0,6/1/2014,6,https://www.yelp.com/user_details?userid=H_6gkWxnUIlqVvqP_PZq6w,7,0,0,0,2
Brian T.,"El Dorado Hills, CA",0,2,0,7/1/2015,3,https://www.yelp.com/user_details?userid=QrRNSWzkm-IyDsbstbKPMw,0,0,0,0,0
Wally S.,"Citrus Heights, CA",2,4,0,2/1/2011,6,https://www.yelp.com/user_details?userid=j11lwlyfhN49W7962-m_NQ,4,0,0,0,0
Lara G.,"Astoria, NY",308,422,1,1/1/2009,4733,https://www.yelp.com/user_details?userid=qHgwbkHQGYHYhyQwh1Ex3g,77,236,94,13,2
Sue B.,"West Sacramento, CA",0,4,0,7/1/2016,0,https://www.yelp.com/user_details?userid=BkegVcqxYn7IsW-9TMwyKA,2,0,0,1,1
Miranda Mir" V.","Woodland, CA",194,40,1,8/1/2010,91,https://www.yelp.com/user_details?userid=e2JjkTCXDUEXZkySWXfeVA,22,9,3,3,3
Leticia R.,"Sacramento, CA",0,8,0,9/1/2013,2,https://www.yelp.com/user_details?userid=W7yRWRoaPQk40o7sUwNiwQ,1,4,1,1,1
Steve C.,"Sacramento, CA",0,11,0,8/1/2013,11,https://www.yelp.com/user_details?userid=wlkkNbgAayye69cj3QdhLg,8,0,0,1,2
Cathy C.,"Rohnert Park, CA",10,22,0,12/1/2014,8,https://www.yelp.com/user_details?userid=WsUr5PYZhYzddbYCUWQBuA,11,11,0,0,0
Jenifer H.,"Sacramento, CA",3,11,0,3/1/2011,24,https://www.yelp.com/user_details?userid=XLj3laqeYpV3d7rNP6eM-w,9,0,1,0,1
Nikky C.,"Sacramento, CA",80,1,0,4/1/2012,0,https://www.yelp.com/user_details?userid=nXpvTRGKa7QX7bryrn53gQ,0,0,0,0,0
David M.,"Sacramento, CA",90,18,0,5/1/2011,18,https://www.yelp.com/user_details?userid=R4L2e-AfTrRaYqQEVfnGPQ,13,1,0,2,2
Rita I.,"Miami, FL",26,11,0,1/1/2011,7,https://www.yelp.com/user_details?userid=zqo2nhiXQgugTARoP4LUVw,9,1,1,0,0
Angelique Unique Angelique" L.","Fairfield, CA",262,151,1,8/1/2012,217,https://www.yelp.com/user_details?userid=2XDwRssJXXUaagRZOm5pQA,75,60,9,3,4
Julie G.,"Stockton, CA",19,18,0,10/1/2013,40,https://www.yelp.com/user_details?userid=ehXWzszAo7vCT5Y8WlOhpw,10,7,1,0,0
Laurie Raider" R.","Lodi, CA",394,350,1,3/1/2012,2366,https://www.yelp.com/user_details?userid=Mj5f9C-rVEuMDgmMW3Zm3w,181,119,23,14,13
Nathan S.,"Sacramento, CA",1,1,0,5/1/2011,0,https://www.yelp.com/user_details?userid=Z0qurjfxoCnOjPK7IZttaQ,0,0,0,0,0
Jason S.,"White Bear Lake, MN",54,54,0,10/1/2011,33,https://www.yelp.com/user_details?userid=7jIYZWROKhG1wpSxNcyS8g,11,25,15,2,1
Stephanie Fact Finder" D.","Sacramento, CA",276,336,1,10/1/2007,1452,https://www.yelp.com/user_details?userid=AAlIp6-nSycxdXdBpOuJyA,141,108,37,36,14
Melissa R.,"Yuba City, CA",1,19,0,8/1/2009,36,https://www.yelp.com/user_details?userid=21KXUvw6nccg7xljZzQSCg,13,1,0,0,5
Yousuf K.,"Carmichael, CA",155,39,0,9/1/2014,33,https://www.yelp.com/user_details?userid=RhCs2uekco-EkXwVWx94ug,21,13,1,2,2
Beth Wildpiglet" W.","Sacramento, CA",154,42,0,8/1/2010,58,https://www.yelp.com/user_details?userid=DRybuA6_N7c2deSdFrE3UQ,11,16,9,3,3
Bhanie C.,"Sacramento, CA",205,198,1,4/1/2010,365,https://www.yelp.com/user_details?userid=Tgf7nFWlTzuJWq-kqRD5ZA,27,75,50,27,19
Anthony D.,"Sacramento, CA",8,10,0,10/1/2011,24,https://www.yelp.com/user_details?userid=5CCca-V3MxAk_nrHBpw46A,6,2,0,0,2
Joseph S.,"San Jose, CA",0,3,0,2/1/2017,0,https://www.yelp.com/user_details?userid=uXmwhGwlUpjzGV2CIxdXKQ,0,0,0,0,0
Leonard A.,"Sacramento, CA",243,154,1,5/1/2012,4109,https://www.yelp.com/user_details?userid=iz2J6nTCXvJEaC7K8UjACQ,18,83,37,10,6
Ann Annie" S.","Sacramento, CA",3,73,0,2/1/2011,63,https://www.yelp.com/user_details?userid=QBS_GIOKrLtl7tai17cJJA,24,6,11,18,14
Phil P.,"Sacramento, CA",30,81,0,3/1/2009,218,https://www.yelp.com/user_details?userid=oVbcXGnR1CT3Lgb3VEgJRw,22,34,10,8,7
Thia Eccentricity" T.","Lodi, CA",26,46,0,6/1/2013,74,https://www.yelp.com/user_details?userid=pMigXBs4YqS4lxLIoeTDEw,33,2,4,2,5
LaTroya B.,"Sacramento, CA",0,1,0,11/1/2014,1,https://www.yelp.com/user_details?userid=0eb6C0bA57O4eGNrGJjY2Q,0,0,0,0,0
Lisa M.,"Morton, Sacramento, CA",136,1,0,3/1/2018,10,https://www.yelp.com/user_details?userid=myP7jbQyvxAbAfEpXjyc3Q,0,0,0,0,0
Johana M.,"San Jose, CA",31,180,0,5/1/2013,221,https://www.yelp.com/user_details?userid=14LjmrVF8DUPlEOxER-wGg,45,82,38,6,9
No W.,"Roseville, CA",35,24,0,12/1/2014,24,https://www.yelp.com/user_details?userid=NeRn3rd9e5rswL_s5A2pLw,7,8,4,3,2
Caressa CaressMe" Q.","Sacramento, CA",616,123,1,9/1/2014,793,https://www.yelp.com/user_details?userid=kkLX47mPmgC_3AHRZwWthg,65,32,13,7,6
Ursula W.,"Roseville, CA",9,19,0,9/1/2011,13,https://www.yelp.com/user_details?userid=Lgx2dyIuoTm9eqRjWnqrHQ,9,5,1,1,3
Arnold L.,"Fairfield, CA",43,5,0,7/1/2012,7,https://www.yelp.com/user_details?userid=ZCZrbDCDxqI1ytHj-MgRsw,3,0,0,0,2
Heidi M.,"Sacramento, CA",0,2,0,5/1/2014,4,https://www.yelp.com/user_details?userid=KqSYe8z9UcCQkNgUqzGxrA,0,0,0,0,0
Ronny Y.,"Fremont, CA",52,180,1,9/1/2012,991,https://www.yelp.com/user_details?userid=TfGtzgE3JsmfrKnF3jBqjg,40,55,48,25,12
Syl M.,"Sacramento, CA",0,98,0,11/1/2010,380,https://www.yelp.com/user_details?userid=o7jqcBNbmyIpHbbbf4-eWQ,39,20,12,10,17
Jenn JeNnCeSs" S.","North Natomas, North Natomas, CA",165,60,0,1/1/2012,101,https://www.yelp.com/user_details?userid=u3mLOh0geEfpF57YBL_Enw,26,17,10,4,3
Roger f31roger" A.","Burlingame, CA",196,1776,0,7/1/2009,1764,https://www.yelp.com/user_details?userid=EID2miAhF8Z-XPHPzajhOA,589,1002,141,35,9
